Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

2.08999995,0.18253970,0.49084250
2.09499995,0.18376070,0.48779000
2.09999995,0.18376070,0.48901100
2.10499995,0.18253970,0.49023200
2.10999995,0.18376070,0.49084250
2.11499995,0.18437120,0.48840050
2.11999995,0.18498170,0.48473750
2.12499995,0.18498170,0.49084250
2.12999995,0.18498170,0.49023200
2.13499995,0.18559220,0.48779000
2.13999995,0.18620270,0.48840050
2.14499995,0.18620270,0.49023200
2.14999995,0.18620270,0.49023200
2.15499995,0.18681320,0.48840050
2.15999995,0.18620270,0.48840050
2.16499995,0.18620270,0.49084250
2.16999995,0.18742370,0.48779000
2.17499995,0.18742370,0.48779000
2.17999995,0.18742370,0.48656900
2.18499995,0.18803420,0.48412700
2.18999995,0.18742370,0.48290600
2.19499995,0.18803420,0.47863250
2.19999995,0.18864470,0.48840050
2.20499995,0.18864470,0.48717950
2.20999995,0.18925520,0.48962150
2.21499995,0.18925520,0.48717950
2.21999995,0.18986570,0.48229550
2.22499995,0.18986570,0.48962150
2.22999995,0.18986570,0.48962150
2.23499995,0.19108670,0.48717950
2.23999995,0.19108670,0.48717950
2.24499995,0.19169720,0.49023200
2.24999995,0.19169720,0.48901100
2.25499995,0.19169720,0.48717950
2.25999995,0.19230770,0.48779000
2.26499995,0.19230770,0.48962150
2.26999995,0.19169720,0.48656900
2.27499995,0.19230770,0.48717950
2.27999995,0.19291820,0.48779000
2.28499995,0.19291820,0.48962150
2.28999995,0.19352870,0.48656900
2.29499995,0.19352870,0.48168500
2.29999995,0.19352870,0.47985350
2.30499995,0.19352870,0.48229550
2.30999995,0.19352870,0.48962150
2.31499995,0.19474970,0.48717950
2.31999995,0.19536020,0.47863250
2.32499995,0.19536020,0.49023200
2.32999995,0.19597070,0.48962150
2.33499995,0.19597070,0.48168500
2.33999995,0.19597070,0.48779000
2.34499995,0.19658120,0.49084250
2.34999995,0.19658120,0.48962150
2.35499995,0.19658120,0.48656900
2.35999995,0.19719170,0.48779000
2.36499995,0.19719170,0.49023200
2.36999995,0.19780220,0.48840050
2.37499995,0.19780220,0.48717950
2.37999995,0.19841270,0.48840050
2.38499995,0.19902320,0.49023200
2.38999995,0.19902320,0.49023200
2.39499995,0.19902320,0.48656900
2.39999995,0.19902320,0.48656900
2.40499995,0.19902320,0.48840050
2.40999995,0.19780220,0.48412700
2.41499995,0.19902320,0.48046400
2.41999995,0.19963370,0.48473750
2.42499995,0.20024420,0.49084250
2.42999995,0.19963370,0.48962150
2.43499995,0.20085470,0.48717950
2.43999995,0.19963370,0.48779000
2.44499995,0.20085470,0.48962150
2.44999995,0.20146520,0.48962150
2.45499995,0.20207570,0.48595850
2.45999995,0.20207570,0.48717950
2.46499994,0.20207570,0.49023200
2.46999994,0.20207570,0.48840050
2.47499994,0.20268620,0.48351650
2.47999994,0.20329670,0.48840050
2.48499994,0.20390720,0.49084250
2.48999994,0.20329670,0.48962150
2.49499994,0.20451770,0.48717950
2.49999994,0.20451770,0.48840050
2.50499994,0.20451770,0.48962150
2.50999994,0.20512820,0.48840050
2.51499994,0.20512820,0.47924300
2.51999994,0.20451770,0.47985350
2.52499994,0.20451770,0.48290600
2.52999994,0.20573870,0.49023200
2.53499994,0.20634920,0.48717950
2.53999994,0.20451770,0.48656900
2.54499994,0.20695970,0.49023200
2.54999994,0.20695970,0.48962150
2.55499994,0.20695970,0.48351650
2.55999994,0.20757020,0.48779000
2.56499994,0.20757020,0.49023200
2.56999994,0.20818070,0.48840050
2.57499994,0.20757020,0.48656900
2.57999994,0.20879120,0.48779000
2.58499994,0.20879120,0.48962150
2.58999994,0.20879120,0.48962150
2.59499994,0.20940170,0.48717950
2.59999994,0.20940170,0.48534800
2.60499994,0.20940170,0.48779000
2.60999994,0.20940170,0.48962150
2.61499994,0.21062270,0.48412700
2.61999994,0.21001220,0.48534800
2.62499994,0.21001220,0.48779000
2.62999994,0.21062270,0.48717950
2.63499994,0.21123320,0.48290600
2.63999994,0.21184370,0.48534800
2.64499994,0.21123320,0.49023200
2.64999994,0.21184370,0.49023200
2.65499994,0.21245420,0.48168500
2.65999994,0.21245420,0.48840050
2.66499994,0.21306470,0.49023200
2.66999994,0.21367520,0.49023200
2.67499994,0.21367520,0.48717950
2.67999994,0.21367520,0.48840050
2.68499994,0.21428570,0.49145300
2.68999994,0.21428570,0.48901100
2.69499994,0.21367520,0.48717950
2.69999994,0.21489620,0.48779000
2.70499994,0.21428570,0.48779000
2.70999994,0.21550670,0.49023200
2.71499994,0.21550670,0.48779000
2.71999994,0.21611720,0.48779000
2.72499994,0.21550670,0.48901100
2.72999994,0.21672770,0.48901100
